Cod Cli,SKU,Metrics,Vol Paq
10082411,SKU 12,,5
10082411,SKU 13,,20
10082411,SKU 14,,1
10082411,SKU 15,,1
10082411,SKU 20,,20
10082428,SKU 2,,60
10082428,SKU 7,,70
10082428,SKU 8,,41
10082428,SKU 9,,51
10082428,SKU 10,,120
10082428,SKU 11,,31
10082428,SKU 12,,1
10082428,SKU 13,,1
10082428,SKU 14,,1
10082428,SKU 15,,1
10082428,SKU 20,,10
10082432,SKU 2,,20
10082432,SKU 9,,10
10082432,SKU 10,,20
10082432,SKU 11,,50
10082432,SKU 12,,20
10082432,SKU 13,,21
10082432,SKU 14,,10
10082432,SKU 15,,1
10082449,SKU 2,,30
10082449,SKU 3,,10
10082449,SKU 7,,10
10082449,SKU 8,,80
10082449,SKU 9,,30
10082449,SKU 10,,30
10082449,SKU 11,,30
10082449,SKU 12,,30
10082449,SKU 13,,140
10082449,SKU 18,,20
10082449,SKU 19,,10
10082449,SKU 14,,11
10082449,SKU 15,,22
10082452,SKU 1,,30
10082452,SKU 2,,20
10082452,SKU 7,,20
10082452,SKU 8,,51
10082452,SKU 9,,41
10082452,SKU 10,,5
10082452,SKU 11,,41
10082452,SKU 12,,31
10082452,SKU 13,,41
10082452,SKU 14,,32
10082452,SKU 15,,1
10082489,SKU 3,,20
10082489,SKU 8,,71
10082489,SKU 9,,61
10082489,SKU 11,,11
10082489,SKU 12,,11
10082489,SKU 13,,1
10082489,SKU 14,,1
10082489,SKU 15,,1
10082497,SKU 1,,20
10082497,SKU 2,,50
10082497,SKU 4,,2
10082497,SKU 21,,2
10082497,SKU 8,,25
10082497,SKU 9,,40
10082497,SKU 10,,10
10082497,SKU 11,,70
10082497,SKU 12,,70
10082497,SKU 13,,20
10082497,SKU 14,,30
10082497,SKU 15,,50
10082510,SKU 1,,10
10082510,SKU 3,,10
10082510,SKU 21,,14
10082510,SKU 8,,1
10082510,SKU 9,,51
10082510,SKU 11,,11
10082510,SKU 12,,11
10082510,SKU 13,,21
10082510,SKU 14,,6
10082510,SKU 15,,6
10082525,SKU 1,,30
10082525,SKU 2,,10
10082525,SKU 8,,20
10082525,SKU 9,,5
10082525,SKU 11,,20
10082525,SKU 12,,5
10082525,SKU 13,,1
10082525,SKU 14,,33
10082525,SKU 15,,1
10082537,SKU 2,,30
10082537,SKU 29,,50
10082537,SKU 22,,10
10082537,SKU 8,,90
10082537,SKU 9,,60
10082537,SKU 10,,20
10082537,SKU 11,,20
10082537,SKU 12,,30
10082537,SKU 13,,1
10082537,SKU 31,,10
10082537,SKU 14,,1
10082537,SKU 15,,1
10082569,SKU 2,,10
10082569,SKU 7,,10
10082569,SKU 8,,40
10082569,SKU 9,,70
10082569,SKU 11,,80
10082569,SKU 12,,40
10082569,SKU 13,,21
10082569,SKU 14,,1
10082569,SKU 15,,20
10082581,SKU 2,,10
10082581,SKU 7,,20
10082581,SKU 22,,-1
10082581,SKU 24,,-2
10082581,SKU 8,,41
10082581,SKU 9,,31
10082581,SKU 10,,10
10082581,SKU 11,,21
10082581,SKU 12,,11
10082581,SKU 13,,11
10082581,SKU 14,,1
10082581,SKU 15,,1
10082585,SKU 2,,10
10082585,SKU 8,,50
10082585,SKU 9,,40
10082585,SKU 10,,20
10082585,SKU 11,,20
10082585,SKU 14,,55
10082585,SKU 15,,11
10082591,SKU 22,,10
10082591,SKU 8,,151
10082591,SKU 9,,31
10082591,SKU 10,,10
10082591,SKU 11,,31
10082591,SKU 12,,1
10082591,SKU 13,,11
10082591,SKU 14,,41
10082591,SKU 15,,102
10082607,SKU 1,,50
10082607,SKU 28,,20
10082607,SKU 2,,70
10082607,SKU 3,,60
10082607,SKU 4,,5
10082607,SKU 21,,23
10082607,SKU 5,,40
10082607,SKU 16,,20
10082607,SKU 7,,60
10082607,SKU 22,,30
10082607,SKU 24,,50
10082607,SKU 8,,140
10082607,SKU 9,,210
10082607,SKU 25,,140
10082607,SKU 10,,60
10082607,SKU 11,,140
10082607,SKU 12,,100
10082607,SKU 13,,180
10082607,SKU 18,,30
10082607,SKU 14,,10
10082607,SKU 15,,30
10082612,SKU 2,,5
10082612,SKU 21,,8
10082612,SKU 7,,15
10082612,SKU 22,,5
10082612,SKU 8,,51
10082612,SKU 9,,16
10082612,SKU 10,,5
10082612,SKU 11,,11
10082612,SKU 12,,1
10082612,SKU 13,,31
10082612,SKU 14,,1
10082612,SKU 15,,1
10082614,SKU 1,,30
10082614,SKU 2,,20
10082614,SKU 7,,40
10082614,SKU 8,,51
10082614,SKU 9,,11
10082614,SKU 11,,41
10082614,SKU 12,,1
10082614,SKU 13,,1
10082614,SKU 14,,1
10082614,SKU 15,,1
10082614,SKU 20,,30
10082615,SKU 2,,20
10082615,SKU 7,,20
10082615,SKU 8,,50
10082615,SKU 9,,20
10082615,SKU 10,,40
10082615,SKU 11,,10
10082615,SKU 12,,10
10082615,SKU 14,,10
10082615,SKU 15,,40
10082623,SKU 8,,51
10082623,SKU 9,,51
10082623,SKU 11,,6
10082623,SKU 12,,1
10082623,SKU 13,,31
10082623,SKU 14,,1
10082623,SKU 15,,126
10082626,SKU 1,,10
10082626,SKU 7,,30
10082626,SKU 8,,181
10082626,SKU 9,,181
10082626,SKU 11,,21
10082626,SKU 12,,1
10082626,SKU 13,,1
10082626,SKU 31,,10
10082626,SKU 17,,20
10082626,SKU 14,,1
10082626,SKU 15,,2
10082627,SKU 2,,5
10082627,SKU 29,,0
10082627,SKU 8,,10
10082627,SKU 9,,5
10082627,SKU 25,,15
10082627,SKU 10,,15
10082627,SKU 11,,10
10082627,SKU 12,,5
10082627,SKU 13,,20
10082627,SKU 14,,0
10082627,SKU 15,,0
10082648,SKU 1,,10
10082648,SKU 2,,40
10082648,SKU 5,,10
10082648,SKU 16,,15
10082648,SKU 6,,10
10082648,SKU 8,,131
10082648,SKU 9,,41
10082648,SKU 10,,40
10082648,SKU 11,,11
10082648,SKU 12,,41
10082648,SKU 13,,11
10082648,SKU 19,,10
10082648,SKU 14,,31
10082648,SKU 15,,1
10082654,SKU 8,,1
10082654,SKU 9,,1
10082654,SKU 11,,11
10082654,SKU 12,,1
10082654,SKU 13,,1
10082654,SKU 14,,1
10082654,SKU 15,,1
10082667,SKU 1,,20
10082667,SKU 2,,30
10082667,SKU 3,,10
10082667,SKU 7,,10
10082667,SKU 8,,20
10082667,SKU 9,,30
10082667,SKU 10,,50
10082667,SKU 11,,40
10082667,SKU 12,,40
10082667,SKU 13,,20
10082667,SKU 14,,1
10082667,SKU 15,,61
10082685,SKU 1,,50
10082685,SKU 2,,150
10082685,SKU 3,,15
10082685,SKU 27,,25
10082685,SKU 29,,75
10082685,SKU 33,,25
10082685,SKU 4,,14
10082685,SKU 5,,10
10082685,SKU 16,,5
10082685,SKU 6,,40
10082685,SKU 7,,60
10082685,SKU 22,,50
10082685,SKU 24,,80
10082685,SKU 8,,460
10082685,SKU 9,,380
10082685,SKU 25,,40
10082685,SKU 10,,35
10082685,SKU 11,,320
10082685,SKU 12,,270
10082685,SKU 13,,30
10082685,SKU 31,,3
10082685,SKU 18,,45
10082685,SKU 19,,110
10082685,SKU 14,,190
10082685,SKU 15,,380
10082685,SKU 20,,60
10082685,SKU 23,,10
10082686,SKU 1,,40
10082686,SKU 2,,40
10082686,SKU 3,,10
10082686,SKU 21,,6
10082686,SKU 16,,20
10082686,SKU 7,,30
10082686,SKU 8,,330
10082686,SKU 9,,150
10082686,SKU 25,,30
10082686,SKU 10,,60
10082686,SKU 11,,70
10082686,SKU 12,,50
10082686,SKU 13,,50
10082686,SKU 31,,16
10082686,SKU 14,,30
10082686,SKU 15,,21
10082704,SKU 2,,40
10082704,SKU 7,,40
10082704,SKU 11,,100
10082704,SKU 12,,40
10082708,SKU 2,,50
10082708,SKU 16,,10
10082708,SKU 7,,80
10082708,SKU 8,,71
10082708,SKU 9,,91
10082708,SKU 10,,100
10082708,SKU 11,,161
10082708,SKU 12,,101
10082708,SKU 13,,151
10082708,SKU 14,,71
10082708,SKU 15,,1
10082708,SKU 20,,20
10082721,SKU 8,,620
10082721,SKU 9,,270
10082721,SKU 25,,110
10082721,SKU 10,,110
10082721,SKU 11,,230
10082721,SKU 12,,220
10082721,SKU 13,,90
10082721,SKU 14,,90
10082721,SKU 15,,70
10082734,SKU 33,,250
10082734,SKU 4,,10
10082734,SKU 21,,40
10082734,SKU 31,,20
10082735,SKU 2,,10
10082735,SKU 4,,-1
10082735,SKU 21,,-2
10082735,SKU 8,,11
10082735,SKU 9,,31
10082735,SKU 11,,1
10082735,SKU 12,,11
10082735,SKU 13,,1
10082735,SKU 14,,1
10082735,SKU 15,,22
10082736,SKU 2,,150
10082736,SKU 3,,100
10082736,SKU 7,,200
10082736,SKU 8,,4300
10082736,SKU 9,,4500
10082736,SKU 10,,300
10082736,SKU 11,,600
10082736,SKU 12,,200
10082736,SKU 13,,100
10082736,SKU 14,,5
10082736,SKU 15,,6
10082738,SKU 2,,10
10082738,SKU 7,,10
10082738,SKU 8,,90
10082738,SKU 9,,70
10082738,SKU 10,,10
10082738,SKU 11,,90
10082738,SKU 12,,50
10082738,SKU 13,,70
10082738,SKU 14,,43
10082738,SKU 15,,11
10082740,SKU 1,,20
10082740,SKU 28,,10
10082740,SKU 2,,600
10082740,SKU 3,,70
10082740,SKU 33,,50
10082740,SKU 21,,10
10082740,SKU 5,,20
10082740,SKU 16,,20
10082740,SKU 6,,70
10082740,SKU 7,,350
10082740,SKU 22,,10
10082740,SKU 24,,10
10082740,SKU 8,,500
10082740,SKU 9,,800
10082740,SKU 25,,40
10082740,SKU 10,,250
10082740,SKU 11,,150
10082740,SKU 12,,300
10082740,SKU 13,,150
10082740,SKU 31,,10
10082740,SKU 17,,20
10082740,SKU 18,,10
10082740,SKU 19,,10
10082740,SKU 14,,100
10082740,SKU 15,,100
10082740,SKU 20,,250
10082750,SKU 1,,60
10082750,SKU 28,,-5
10082750,SKU 2,,30
10082750,SKU 3,,90
10082750,SKU 21,,15
10082750,SKU 16,,45
10082750,SKU 6,,10
10082750,SKU 7,,130
10082750,SKU 8,,1
10082750,SKU 9,,11
10082750,SKU 10,,220
10082750,SKU 11,,1
10082750,SKU 12,,31
10082750,SKU 13,,220
10082750,SKU 14,,76
10082750,SKU 15,,156
10082754,SKU 1,,10
10082754,SKU 2,,10
10082754,SKU 7,,30
10082754,SKU 8,,40
10082754,SKU 9,,40
10082754,SKU 10,,20
10082754,SKU 11,,50
10082754,SKU 12,,30
10082754,SKU 13,,30
10082754,SKU 14,,1
10082754,SKU 15,,30
10082756,SKU 2,,10
10082756,SKU 3,,10
10082756,SKU 4,,-1
10082756,SKU 21,,-2
10082756,SKU 7,,70
10082756,SKU 8,,21
10082756,SKU 9,,71
10082756,SKU 11,,11
10082756,SKU 12,,1
10082756,SKU 13,,31
10082756,SKU 14,,6
10082756,SKU 15,,76
10082756,SKU 20,,30
10082760,SKU 8,,20
10082760,SKU 9,,30
10082760,SKU 10,,10
10082760,SKU 11,,40
10082760,SKU 13,,30
10082760,SKU 15,,1
10082771,SKU 8,,0
10082771,SKU 9,,0
10082771,SKU 11,,0
10082771,SKU 12,,0
10082771,SKU 13,,0
10082771,SKU 14,,0
10082771,SKU 15,,0
10082772,SKU 1,,250
10082772,SKU 2,,200
10082772,SKU 3,,150
10082772,SKU 5,,150
10082772,SKU 16,,50
10082772,SKU 6,,50
10082772,SKU 7,,200
10082772,SKU 8,,730
10082772,SKU 9,,500
10082772,SKU 10,,200
10082772,SKU 11,,800
10082772,SKU 12,,300
10082772,SKU 13,,400
10082772,SKU 17,,150
10082772,SKU 19,,250
10082772,SKU 14,,52
10082772,SKU 15,,160
10082772,SKU 20,,50
10082780,SKU 1,,10
10082780,SKU 2,,10
10082780,SKU 7,,20
10082780,SKU 8,,180
10082780,SKU 9,,80
10082780,SKU 11,,80
10082780,SKU 12,,10
10082780,SKU 13,,5
10082780,SKU 14,,30
10082780,SKU 15,,10
10082788,SKU 16,,35
10082788,SKU 8,,20
10082788,SKU 9,,10
10082788,SKU 10,,10
10082788,SKU 11,,10
10082788,SKU 12,,25
10082788,SKU 13,,5
10082788,SKU 14,,22
10082788,SKU 15,,45
10082828,SKU 1,,10
10082828,SKU 2,,10
10082828,SKU 29,,25
10082828,SKU 4,,1
10082828,SKU 21,,1
10082828,SKU 8,,20
10082828,SKU 9,,20
10082828,SKU 11,,20
10082828,SKU 12,,10
10082828,SKU 13,,1
10082828,SKU 31,,1
10082828,SKU 14,,1
10082828,SKU 15,,15
10082854,SKU 1,,10
10082854,SKU 3,,10
10082854,SKU 8,,40
10082854,SKU 9,,40
10082854,SKU 11,,20
10082854,SKU 12,,30
10082854,SKU 13,,1
10082854,SKU 14,,1
10082854,SKU 15,,11
10082858,SKU 1,,10
10082858,SKU 2,,30
10082858,SKU 4,,5
10082858,SKU 21,,5
10082858,SKU 7,,5
10082858,SKU 8,,61
10082858,SKU 9,,41
10082858,SKU 10,,20
10082858,SKU 11,,21
10082858,SKU 12,,16
10082858,SKU 13,,11
10082858,SKU 14,,1
10082858,SKU 15,,1
10082866,SKU 1,,150
10082866,SKU 2,,250
10082866,SKU 7,,200
10082866,SKU 8,,2400
10082866,SKU 9,,1050
10082866,SKU 10,,750
10082866,SKU 11,,600
10082866,SKU 12,,350
10082866,SKU 13,,100
10082866,SKU 19,,100
10082866,SKU 14,,10
10082866,SKU 15,,300
10082866,SKU 20,,100
10082883,SKU 1,,30
10082883,SKU 2,,30
10082883,SKU 21,,11
10082883,SKU 16,,30
10082883,SKU 7,,70
10082883,SKU 8,,110
10082883,SKU 9,,30
10082883,SKU 10,,60
10082883,SKU 11,,100
10082883,SKU 12,,60
10082883,SKU 13,,160
10082883,SKU 17,,20
10082883,SKU 14,,1
10082883,SKU 15,,1
10082883,SKU 20,,10
10082889,SKU 1,,60
10082889,SKU 2,,150
10082889,SKU 3,,110
10082889,SKU 16,,40
10082889,SKU 6,,40
10082889,SKU 7,,200
10082889,SKU 8,,461
10082889,SKU 9,,551
10082889,SKU 10,,60
10082889,SKU 11,,301
10082889,SKU 12,,281
10082889,SKU 13,,91
10082889,SKU 18,,50
10082889,SKU 14,,151
10082889,SKU 15,,101
10082891,SKU 8,,70
10082891,SKU 9,,20
10082891,SKU 11,,10
10082891,SKU 15,,1
10082905,SKU 8,,50
10082905,SKU 9,,50
10082905,SKU 10,,40
10082905,SKU 11,,20
10082905,SKU 12,,30
10082905,SKU 13,,1
10082905,SKU 14,,1
10082905,SKU 15,,1
10082924,SKU 2,,40
10082924,SKU 8,,130
10082924,SKU 9,,130
10082924,SKU 10,,120
10082924,SKU 11,,40
10082924,SKU 12,,40
10082924,SKU 13,,20
10082924,SKU 15,,1
10082925,SKU 1,,30
10082925,SKU 2,,30
10082925,SKU 3,,20
10082925,SKU 27,,25
10082925,SKU 5,,10
10082925,SKU 16,,10
10082925,SKU 7,,20
10082925,SKU 22,,10
10082925,SKU 8,,140
10082925,SKU 9,,100
10082925,SKU 10,,80
10082925,SKU 11,,130
10082925,SKU 12,,10
10082925,SKU 13,,40
10082925,SKU 18,,30
10082925,SKU 14,,53
10082925,SKU 15,,115
10082925,SKU 20,,30
10082946,SKU 1,,30
10082946,SKU 2,,30
10082946,SKU 21,,3
10082946,SKU 7,,10
10082946,SKU 8,,51
10082946,SKU 9,,1
10082946,SKU 11,,51
10082946,SKU 12,,1
10082946,SKU 13,,1
10082946,SKU 14,,1
10082946,SKU 15,,1
10082954,SKU 29,,25
10082954,SKU 33,,25
10082954,SKU 16,,5
10082954,SKU 7,,15
10082954,SKU 8,,80
10082954,SKU 9,,60
10082954,SKU 10,,25
10082954,SKU 11,,35
10082954,SKU 12,,10
10082954,SKU 13,,15
10082954,SKU 14,,5
10082954,SKU 15,,42
10082960,SKU 1,,5
10082960,SKU 2,,15
10082960,SKU 7,,60
10082960,SKU 24,,25
10082960,SKU 8,,70
10082960,SKU 9,,60
10082960,SKU 10,,70
10082960,SKU 11,,30
10082960,SKU 12,,10
10082960,SKU 13,,30
10082960,SKU 14,,51
10082960,SKU 15,,47
10082962,SKU 1,,20
10082962,SKU 2,,150
10082962,SKU 3,,100
10082962,SKU 5,,10
10082962,SKU 16,,10
10082962,SKU 6,,10
10082962,SKU 7,,110
10082962,SKU 24,,5
10082962,SKU 8,,300
10082962,SKU 9,,380
10082962,SKU 10,,260
10082962,SKU 11,,270
10082962,SKU 12,,180
10082962,SKU 13,,110
10082962,SKU 17,,15
10082962,SKU 18,,30
10082962,SKU 14,,70
10082962,SKU 15,,70
10082983,SKU 3,,40
10082983,SKU 16,,10
10082983,SKU 7,,150
10082983,SKU 8,,211
10082983,SKU 9,,31
10082983,SKU 10,,150
10082983,SKU 11,,101
10082983,SKU 12,,21
10082983,SKU 13,,51
10082983,SKU 14,,41
10082983,SKU 15,,41
10082983,SKU 20,,40
10082984,SKU 2,,10
10082984,SKU 8,,40
10082984,SKU 9,,30
10082984,SKU 11,,20
10082984,SKU 12,,10
10082986,SKU 3,,10
10082986,SKU 7,,15
10082986,SKU 22,,20
10082986,SKU 24,,10
10082986,SKU 8,,160
10082986,SKU 9,,175
10082986,SKU 10,,15
10082986,SKU 11,,140
10082986,SKU 12,,130
10082986,SKU 31,,2
10082986,SKU 17,,20
10082986,SKU 18,,30
10082986,SKU 14,,40
10082986,SKU 15,,95
10083009,SKU 8,,20
10083009,SKU 11,,20
10083009,SKU 12,,20
10083009,SKU 20,,20
10083013,SKU 1,,10
10083013,SKU 2,,20
10083013,SKU 3,,10
10083013,SKU 5,,50
10083013,SKU 6,,40
10083013,SKU 7,,30
10083013,SKU 22,,20
10083013,SKU 8,,251
10083013,SKU 9,,201
10083013,SKU 10,,60
10083013,SKU 11,,81
10083013,SKU 12,,41
10083013,SKU 13,,1
10083013,SKU 14,,22
10083013,SKU 15,,116
10083029,SKU 7,,0
10083029,SKU 9,,20
10083050,SKU 1,,50
10083050,SKU 3,,10
10083050,SKU 24,,5
10083050,SKU 8,,51
10083050,SKU 9,,31
10083050,SKU 11,,21
10083050,SKU 12,,1
10083050,SKU 13,,21
10083050,SKU 18,,20
10083050,SKU 14,,34
10083050,SKU 15,,1
10083055,SKU 1,,30
10083055,SKU 2,,20
10083055,SKU 3,,10
10083055,SKU 8,,20
10083055,SKU 9,,10
10083055,SKU 10,,10
10083055,SKU 11,,10
10083055,SKU 12,,10
10083055,SKU 13,,20
10083055,SKU 19,,40
10083055,SKU 14,,60
10083055,SKU 15,,30
10083080,SKU 7,,40
10083080,SKU 8,,20
10083080,SKU 9,,5
10083080,SKU 12,,5
10083081,SKU 1,,90
10083081,SKU 2,,320
10083081,SKU 3,,180
10083081,SKU 33,,50
10083081,SKU 4,,5
10083081,SKU 21,,5
10083081,SKU 5,,10
10083081,SKU 16,,30
10083081,SKU 6,,60
10083081,SKU 7,,760
10083081,SKU 22,,10
10083081,SKU 24,,10
10083081,SKU 8,,1490
10083081,SKU 9,,810
10083081,SKU 10,,710
10083081,SKU 11,,500
10083081,SKU 12,,350
10083081,SKU 13,,410
10083081,SKU 18,,200
10083081,SKU 19,,90
10083081,SKU 14,,335
10083081,SKU 15,,935
10083081,SKU 20,,140
10083088,SKU 1,,5
10083088,SKU 2,,10
10083088,SKU 7,,5
10083088,SKU 8,,60
10083088,SKU 9,,80
10083088,SKU 11,,60
10083088,SKU 12,,40
10083088,SKU 13,,50
10083088,SKU 14,,16
10083088,SKU 15,,17
10083095,SKU 2,,30
10083095,SKU 7,,20
10083095,SKU 8,,30
10083095,SKU 9,,40
10083095,SKU 11,,60
10083095,SKU 12,,10
10083095,SKU 13,,20
10083095,SKU 14,,1
10083095,SKU 15,,1
10083149,SKU 1,,30
10083149,SKU 2,,40
10083149,SKU 29,,50
10083149,SKU 4,,5
10083149,SKU 6,,10
10083149,SKU 7,,40
10083149,SKU 8,,70
10083149,SKU 9,,60
10083149,SKU 11,,50
10083149,SKU 17,,15
10083149,SKU 18,,15
10083149,SKU 14,,1
10083149,SKU 15,,11
10083149,SKU 20,,30
10083159,SKU 1,,60
10083159,SKU 30,,10
10083159,SKU 28,,20
10083159,SKU 2,,70
10083159,SKU 3,,100
10083159,SKU 4,,5
10083159,SKU 21,,9
10083159,SKU 5,,70
10083159,SKU 16,,40
10083159,SKU 6,,80
10083159,SKU 7,,70
10083159,SKU 22,,80
10083159,SKU 24,,30
10083159,SKU 8,,780
10083159,SKU 9,,870
10083159,SKU 25,,180
10083159,SKU 10,,130
10083159,SKU 11,,440
10083159,SKU 12,,160
10083159,SKU 13,,540
10083159,SKU 31,,-1
10083159,SKU 17,,40
10083159,SKU 18,,100
10083159,SKU 19,,60
10083159,SKU 26,,30
10083159,SKU 14,,260
10083159,SKU 15,,450
10083159,SKU 20,,10
10083160,SKU 2,,10
10083160,SKU 3,,20
10083160,SKU 7,,10
10083160,SKU 8,,30
10083160,SKU 9,,30
10083160,SKU 10,,70
10083160,SKU 11,,20
10083160,SKU 12,,20
10083160,SKU 13,,1
10083160,SKU 14,,-1
10083160,SKU 15,,11
10083163,SKU 3,,40
10083163,SKU 7,,60
10083163,SKU 8,,50
10083163,SKU 9,,10
10083163,SKU 10,,50
10083163,SKU 11,,80
10083163,SKU 12,,10
10083163,SKU 14,,40
10083163,SKU 15,,40
10083169,SKU 5,,10
10083169,SKU 7,,10
10083169,SKU 8,,231
10083169,SKU 9,,1
10083169,SKU 11,,21
10083169,SKU 12,,1
10083169,SKU 13,,21
10083169,SKU 18,,10
10083169,SKU 14,,22
10083169,SKU 15,,1
10083169,SKU 20,,10
10083171,SKU 8,,51
10083171,SKU 9,,81
10083171,SKU 11,,31
10083171,SKU 12,,41
10083171,SKU 13,,11
10083171,SKU 14,,1
10083171,SKU 15,,1
10083181,SKU 2,,5
10083181,SKU 16,,10
10083181,SKU 7,,15
10083181,SKU 8,,20
10083181,SKU 9,,10
10083181,SKU 10,,5
10083181,SKU 11,,10
10083181,SKU 12,,20
10083182,SKU 2,,30
10083182,SKU 3,,10
10083182,SKU 4,,1
10083182,SKU 21,,2
10083182,SKU 16,,20
10083182,SKU 6,,10
10083182,SKU 7,,30
10083182,SKU 8,,70
10083182,SKU 9,,30
10083182,SKU 10,,110
10083182,SKU 11,,30
10083182,SKU 12,,20
10083182,SKU 13,,10
10083182,SKU 18,,10
10083182,SKU 14,,41
10083182,SKU 15,,31
10083191,SKU 2,,10
10083191,SKU 29,,25
10083191,SKU 8,,30
10083191,SKU 9,,20
10083191,SKU 11,,20
10083191,SKU 12,,10
10083191,SKU 13,,10
10083191,SKU 14,,1
10083191,SKU 15,,20
10083191,SKU 20,,5
10083194,SKU 2,,20
10083194,SKU 3,,20
10083194,SKU 8,,10
10083194,SKU 9,,20
10083194,SKU 10,,10
10083194,SKU 11,,10
10083194,SKU 13,,1
10083194,SKU 14,,1
10083194,SKU 15,,1
10083197,SKU 33,,25
10083197,SKU 21,,8
10083197,SKU 7,,60
10083197,SKU 8,,150
10083197,SKU 9,,150
10083197,SKU 10,,80
10083197,SKU 11,,120
10083197,SKU 12,,40
10083197,SKU 13,,210
10083197,SKU 18,,10
10083197,SKU 19,,80
10083197,SKU 14,,60
10083197,SKU 15,,60
10083199,SKU 2,,30
10083199,SKU 8,,91
10083199,SKU 9,,51
10083199,SKU 11,,1
10083199,SKU 12,,1
10083199,SKU 13,,31
10083199,SKU 14,,2
10083199,SKU 15,,2
10083280,SKU 2,,20
10083280,SKU 8,,20
10083280,SKU 9,,40
10083280,SKU 10,,30
10083280,SKU 13,,10
10083280,SKU 14,,1
10083280,SKU 15,,30
10083287,SKU 1,,20
10083287,SKU 2,,100
10083287,SKU 3,,110
10083287,SKU 29,,75
10083287,SKU 21,,20
10083287,SKU 5,,20
10083287,SKU 16,,60
10083287,SKU 6,,20
10083287,SKU 7,,180
10083287,SKU 8,,400
10083287,SKU 9,,450
10083287,SKU 25,,70
10083287,SKU 10,,150
10083287,SKU 11,,400
10083287,SKU 12,,300
10083287,SKU 13,,250
10083287,SKU 17,,40
10083287,SKU 19,,150
10083287,SKU 14,,100
10083287,SKU 15,,200
10083287,SKU 20,,20
10083299,SKU 1,,10
10083299,SKU 2,,5
10083299,SKU 3,,10
10083299,SKU 8,,20
10083299,SKU 11,,10
10083333,SKU 1,,10
10083333,SKU 3,,60
10083333,SKU 29,,25
10083333,SKU 6,,5
10083333,SKU 8,,11
10083333,SKU 9,,1
10083333,SKU 10,,50
10083333,SKU 11,,11
10083333,SKU 12,,1
10083333,SKU 13,,21
10083333,SKU 14,,1
10083333,SKU 15,,1
10083334,SKU 9,,20
10083334,SKU 10,,10
10083334,SKU 12,,50
10083334,SKU 13,,1
10083334,SKU 14,,1
10083334,SKU 15,,1
10083339,SKU 1,,10
10083339,SKU 2,,20
10083339,SKU 4,,1
10083339,SKU 21,,5
10083339,SKU 7,,10
10083339,SKU 8,,100
10083339,SKU 9,,50
10083339,SKU 11,,50
10083339,SKU 12,,30
10083339,SKU 13,,11
10083339,SKU 14,,1
10083339,SKU 15,,10
10083348,SKU 7,,10
10083348,SKU 8,,20
10083348,SKU 9,,20
10083348,SKU 11,,10
10083348,SKU 12,,0
10083348,SKU 13,,30
10083348,SKU 14,,0
10083348,SKU 15,,0
10083356,SKU 2,,60
10083356,SKU 8,,41
10083356,SKU 9,,91
10083356,SKU 10,,50
10083356,SKU 11,,41
10083356,SKU 12,,111
10083356,SKU 13,,21
10083356,SKU 14,,1
10083356,SKU 15,,1
10083369,SKU 1,,70
10083369,SKU 2,,30
10083369,SKU 3,,70
10083369,SKU 7,,190
10083369,SKU 8,,220
10083369,SKU 9,,100
10083369,SKU 10,,60
10083369,SKU 11,,160
10083369,SKU 12,,120
10083369,SKU 13,,110
10083369,SKU 17,,5
10083369,SKU 14,,21
10083369,SKU 15,,70
10083371,SKU 2,,10
10083371,SKU 8,,30
10083371,SKU 9,,10
10083371,SKU 15,,10
10083382,SKU 1,,10
10083382,SKU 2,,30
10083382,SKU 8,,90
10083382,SKU 9,,170
10083382,SKU 11,,20
10083382,SKU 12,,20
10083382,SKU 13,,50
10083382,SKU 17,,20
10083382,SKU 14,,1
10083382,SKU 15,,1
10083402,SKU 1,,60
10083402,SKU 4,,5
10083402,SKU 21,,30
10083402,SKU 5,,20
10083402,SKU 8,,670
10083402,SKU 9,,550
10083402,SKU 10,,150
10083402,SKU 11,,10
10083402,SKU 12,,200
10083402,SKU 13,,1
10083402,SKU 14,,171
10083402,SKU 15,,116
10083406,SKU 8,,160
10083406,SKU 9,,120
10083406,SKU 11,,140
10083406,SKU 12,,105
10083406,SKU 13,,1
10083406,SKU 14,,1
10083406,SKU 15,,11
10083437,SKU 2,,15
10083437,SKU 7,,40
10083437,SKU 8,,11
10083437,SKU 9,,11
10083437,SKU 10,,5
10083437,SKU 11,,11
10083437,SKU 12,,11
10083437,SKU 13,,1
10083437,SKU 18,,30
10083437,SKU 14,,6
10083437,SKU 15,,2
10083476,SKU 9,,10
10083476,SKU 15,,5
10083478,SKU 2,,20
10083478,SKU 8,,61
10083478,SKU 9,,41
10083478,SKU 11,,1
10083478,SKU 12,,11
10083478,SKU 13,,1
10083478,SKU 14,,1
10083478,SKU 15,,1
10083494,SKU 8,,20
10083494,SKU 9,,10
10083494,SKU 11,,20
10083494,SKU 12,,10
10083495,SKU 2,,5
10083495,SKU 3,,15
10083495,SKU 6,,5
10083495,SKU 7,,10
10083495,SKU 8,,20
10083495,SKU 9,,40
10083495,SKU 10,,20
10083495,SKU 11,,20
10083495,SKU 13,,5
10083495,SKU 14,,70
10083495,SKU 15,,15
10083499,SKU 1,,40
10083499,SKU 2,,40
10083499,SKU 3,,10
10083499,SKU 16,,10
10083499,SKU 7,,40
10083499,SKU 8,,70
10083499,SKU 9,,60
10083499,SKU 11,,80
